UNIT,TAILS,KG,SALES PER KG,ABW,CHICKEN SIZE,PROVINCE,YEAR,MONTH,DAY,SupplyProvince,DemandProvince,Holiday
GOWA,1000,1030.73,19239.23918,1.03073,SMALL,SULAWESI SELATAN,19,12,2,5447863,5931514,0
MAKASAR,1000,1726.64,17239.42513,1.72664,MEDIUM,SULAWESI SELATAN,19,12,2,5447863,5931514,0
PONOROGO,10518,17368.5,16925.32458,1.651312037,MEDIUM,JAWA TENGAH,19,12,2,57880193,32000912,0
PARE-PARE(SIDRAP),4000,6400.44,17865.27598,1.60011,MEDIUM,SULAWESI SELATAN,19,12,2,5447863,5931514,0
SINJAI,2000,2844.28,17959.75678,1.42214,SMALL,SULAWESI SELATAN,19,12,2,5447863,5931514,0
BANDAR LAMPUNG,18688,25842.0,16775.15239,1.3828125,SMALL,LAMPUNG,19,12,2,5404511,5618463,0
METRO,1920,3153.6,17210.664,1.6425,MEDIUM,LAMPUNG,19,12,2,5404511,5618463,0
PRINGSEWU,1920,3153.8,16805.39349,1.642604167,MEDIUM,LAMPUNG,19,12,2,5404511,5618463,0
SRAGEN,1536,2476.5,16617.15607,1.612304688,MEDIUM,JAWA TENGAH,19,12,2,57880193,32000912,0
TANJUNG BINTANG,6400,9224.8,17248.85537,1.441375,SMALL,LAMPUNG,19,12,2,5404511,5618463,0
SOLO,8807,10964.0,16458.2375,1.244918815,SMALL,JAWA TENGAH,19,12,2,57880193,32000912,0
UNGARAN,6107,11033.0,16775.19433,1.806615359,MEDIUM,JAWA TENGAH,19,12,2,57880193,32000912,0
NEGARA,6000,9654.5,17480.42716,1.609083333,MEDIUM,BALI,19,12,2,5120529,5141045,0
SUKABUMI,7680,12630.0,18100.38638,1.64453125,MEDIUM,JAWA BARAT,19,12,2,64997688,51933021,0
KLATEN,1536,2434.8,16563.86315,1.58515625,MEDIUM,JAWA TENGAH,19,12,2,57880193,32000912,0
KULONPROGO,1536,2424.6,16723.91075,1.578515625,MEDIUM,DI YOGYAKARTA,19,12,2,4206148,6313628,0
MAGELANG,4096,5356.1,16464.08525,1.307641602,SMALL,JAWA TENGAH,19,12,2,57880193,32000912,0
SALATIGA,1536,2796.8,16456.79813,1.820833333,MEDIUM,JAWA TENGAH,19,12,2,57880193,32000912,0
YOGYAKARTA,3008,4240.2,15706.07943,1.409640957,SMALL,DI YOGYAKARTA,19,12,2,4206148,6313628,0
BOGOR,11520,18804.7,17877.07031,1.632352431,MEDIUM,JAWA BARAT,19,12,2,64997688,51933021,0
PURWAKARTA,2048,3222.4,17450.0,1.5734375,MEDIUM,JAWA BARAT,19,12,2,64997688,51933021,0
BANDUNG,3968,6517.8,17300.0,1.642590726,MEDIUM,JAWA BARAT,19,12,2,64997688,51933021,0
CIPANAS,3920,6958.2,17567.76753,1.77505102,MEDIUM,JAWA BARAT,19,12,2,64997688,51933021,0
SUMEDANG,4612,7370.6,17003.95314,1.598135299,MEDIUM,JAWA BARAT,19,12,2,64997688,51933021,0
TASIKMALAYA,1835,3133.4,17000.0,1.707574932,MEDIUM,JAWA BARAT,19,12,2,64997688,51933021,0
MAJALENGKA,4116,6224.0,17000.0,1.512147716,MEDIUM,JAWA BARAT,19,12,2,64997688,51933021,0
PEKALONGAN,1664,2847.0,16676.817,1.7109375,MEDIUM,JAWA TENGAH,19,12,2,57880193,32000912,0
PURBALINGGA,1664,2789.5,16414.21724,1.676382212,MEDIUM,JAWA TENGAH,19,12,2,57880193,32000912,0
PURWOKERTO,1664,2785.0,16542.85422,1.673677885,MEDIUM,JAWA TENGAH,19,12,2,57880193,32000912,0
BLORA,3268,5350.0,16220.81196,1.637086903,MEDIUM,JAWA TENGAH,19,12,2,57880193,32000912,0
DEMAK,2700,5085.0,16298.79115,1.883333333,MEDIUM,JAWA TENGAH,19,12,2,57880193,32000912,0
KUDUS,5665,8247.0,16837.53947,1.455781112,SMALL,JAWA TENGAH,19,12,2,57880193,32000912,0
SEMARANG,6650,10700.0,16437.21159,1.609022556,MEDIUM,JAWA TENGAH,19,12,2,57880193,32000912,0
PONOROGO,1670,2807.5,16395.32289,1.681137725,MEDIUM,JAWA TENGAH,19,12,2,57880193,32000912,0
TULANG BAWANG,4096,6385.8,16206.70237,1.559033203,MEDIUM,LAMPUNG,19,12,2,5404511,5618463,0
TANGERANG,1920,3019.9,18000.0,1.572864583,MEDIUM,BANTEN,19,12,2,16349469,13433846,0
BANDA ACEH,3980,6293.4,16249.36537,1.581256281,MEDIUM,ACEH,19,12,2,2687246,3930723,0
PELABUHAN RATU,650,1246.2,17500.0,1.917230769,MEDIUM,JAWA BARAT,19,12,2,64997688,51933021,0
PURWAKARTA,7753,10971.0,18021.14666,1.415065136,SMALL,JAWA BARAT,19,12,2,64997688,51933021,0
BANDUNG,19406,32658.6,17240.98828,1.682912501,MEDIUM,JAWA BARAT,19,12,2,64997688,51933021,0
CIANJUR,12519,23184.2,17158.72016,1.85192108,MEDIUM,JAWA BARAT,19,12,2,64997688,51933021,0
CIPANAS,23992,36842.2,17798.18523,1.535603535,MEDIUM,JAWA BARAT,19,12,2,64997688,51933021,0
GARUT,4466,6498.6,17553.26686,1.455127631,SMALL,JAWA BARAT,19,12,2,64997688,51933021,0
SUMEDANG,15290,22939.8,17416.56074,1.500313931,MEDIUM,JAWA BARAT,19,12,2,64997688,51933021,0
TASIKMALAYA,11495,19607.0,17500.0,1.70569813,MEDIUM,JAWA BARAT,19,12,2,64997688,51933021,0
CIREBON,7962,13901.0,17371.77181,1.745918111,MEDIUM,JAWA BARAT,19,12,2,64997688,51933021,0
MAJALENGKA,3620,4758.5,17068.82421,1.314502762,SMALL,JAWA BARAT,19,12,2,64997688,51933021,0
SUBANG(P),6400,8116.4,17395.859,1.2681875,SMALL,JAWA BARAT,19,12,2,64997688,51933021,0
BREBES,8371,14513.5,16720.05374,1.733783299,MEDIUM,JAWA TENGAH,19,12,2,57880193,32000912,0
PEKALONGAN,13045,25363.5,16339.45433,1.944308164,MEDIUM,JAWA TENGAH,19,12,2,57880193,32000912,0
PURBALINGGA,13805,24718.0,15697.7304,1.790510685,MEDIUM,JAWA TENGAH,19,12,2,57880193,32000912,0
PURWOKERTO,18936,36191.0,16476.84507,1.911227292,MEDIUM,JAWA TENGAH,19,12,2,57880193,32000912,0
TEGAL,11718,20652.5,16975.59375,1.762459464,MEDIUM,JAWA TENGAH,19,12,2,57880193,32000912,0
BLORA,1930,4533.0,16500.0,2.348704663,LARGE,JAWA TENGAH,19,12,2,57880193,32000912,0
DEMAK,8800,16898.6,16514.79412,1.920295455,MEDIUM,JAWA TENGAH,19,12,2,57880193,32000912,0
KUDUS,10498,24750.2,16695.92246,2.357610974,LARGE,JAWA TENGAH,19,12,2,57880193,32000912,0
UNGARAN,6053,11689.2,16944.66687,1.931141583,MEDIUM,JAWA TENGAH,19,12,2,57880193,32000912,0
ASAHAN,5248,5808.4,16774.59386,1.106783537,SMALL,SUMATERA UTARA,19,12,2,10364174,11238306,0
PARUNG,1895,2656.0,18419.23193,1.401583113,SMALL,JAWA BARAT,19,12,2,64997688,51933021,0
KARAWANG,1000,2151.1,18000.0,2.1511,LARGE,JAWA BARAT,19,12,2,64997688,51933021,0
SEMARANG,6518,13037.8,16742.25713,2.000276158,LARGE,JAWA TENGAH,19,12,2,57880193,32000912,0
YOGYAKARTA,13151,28333.2,16030.43355,2.154452133,LARGE,DI YOGYAKARTA,19,12,2,4206148,6313628,0
BOGOR,9457,10566.0,17717.69828,1.117267632,SMALL,JAWA BARAT,19,12,2,64997688,51933021,0
MEDAN,6528,9418.4,17792.82872,1.442769608,SMALL,SULAWESI UTARA,19,12,2,418044,1591997,0
BADUNG,8749,11718.5,18600.56748,1.339410218,SMALL,BALI,19,12,2,5120529,5141045,0
DENPASAR,12585,17449.0,18599.05295,1.386491855,SMALL,BALI,19,12,2,5120529,5141045,0
GIANYAR,10983,19768.5,19458.01401,1.799918055,MEDIUM,BALI,19,12,2,5120529,5141045,0
KARANGASEM,3720,6597.0,20000.0,1.773387097,MEDIUM,BALI,19,12,2,5120529,5141045,0
KEDIRI BALI,14335,24204.0,19477.94786,1.688454831,MEDIUM,BALI,19,12,2,5120529,5141045,0
KLUNGKUNG,7635,11190.0,19079.3588,1.465618861,SMALL,BALI,19,12,2,5120529,5141045,0
LOMBOK,5904,9774.0,19000.0,1.655487805,MEDIUM,NUSA TENGGARA BARAT,19,12,2,2511500,3624396,0
NEGARA,5265,11123.25,19642.34823,2.112678063,LARGE,BALI,19,12,2,5120529,5141045,0
SINGARAJA,8994,17456.75,19510.13934,1.940932844,MEDIUM,BALI,19,12,2,5120529,5141045,0
BINJAI,3840,6920.2,17781.71064,1.802135417,MEDIUM,SUMATERA UTARA,19,12,2,10364174,11238306,0
PANDEGLANG,1921,2494.8,17588.18342,1.298698594,SMALL,BANTEN,19,12,2,16349469,13433846,0
RANGKASBITUNG,1000,1254.4,18000.0,1.2544,SMALL,BANTEN,19,12,2,16349469,13433846,0
SERANG,2951,4559.6,17173.7477,1.545103355,MEDIUM,BANTEN,19,12,2,16349469,13433846,0
SUKABUMI,8589,17884.0,17500.0,2.08219816,LARGE,JAWA BARAT,19,12,2,64997688,51933021,0
TANGERANG,18106,27658.2,17983.59112,1.527570971,MEDIUM,BANTEN,19,12,2,16349469,13433846,0
WABIN,4890,9612.6,17090.87032,1.965766871,MEDIUM,JAWA TIMUR,19,12,2,36715663,43989186,0
KLATEN,6589,12733.6,16704.60671,1.932554257,MEDIUM,JAWA TENGAH,19,12,2,57880193,32000912,0
KULONPROGO,5360,10818.2,16189.02405,2.018320896,LARGE,DI YOGYAKARTA,19,12,2,4206148,6313628,0
SALATIGA,8529,16827.6,16595.55611,1.972986282,MEDIUM,JAWA TENGAH,19,12,2,57880193,32000912,0
MAGELANG,16669,35384.8,15698.00988,2.122790809,LARGE,JAWA TENGAH,19,12,2,57880193,32000912,0
TABANAN,5979,8664.0,19500.0,1.449071751,SMALL,BALI,19,12,2,5120529,5141045,0
MAROS,8560,16257.4,22183.14245,1.899228972,MEDIUM,SULAWESI SELATAN,19,12,3,5447863,5931514,0
MANADO,7561,14981.1,23024.15377,1.981364899,MEDIUM,SULAWESI UTARA,19,12,3,418044,1591997,0
MAMUJU,8060,16709.1,22078.39441,2.07308933,LARGE,SULAWESI BARAT,19,12,3,109780,498595,0
GORONTALO,4185,8517.3,23053.22696,2.035197133,LARGE,GORONTALO,19,12,3,108310,521596,0
KENDARI,5980,9078.8,25520.83976,1.51819398,MEDIUM,SULAWESI TENGGARA,19,12,3,109780,858620,0
GOWA,7240,13957.9,21964.89801,1.92788674,MEDIUM,SULAWESI SELATAN,19,12,3,5447863,5931514,0
BULUKUMBA,4515,9070.9,22273.1482,2.009058693,LARGE,SUMATERA SELATAN,19,12,3,5758528,7021239,0
MAKASAR,3935,7360.8,22155.07825,1.870597205,MEDIUM,SULAWESI SELATAN,19,12,3,5447863,5931514,0
PALOPO,7332,14892.4,23106.692,2.031151118,LARGE,SULAWESI SELATAN,19,12,3,5447863,5931514,0
BANDAR JAYA,8132,15406.8,17065.1206,1.894589277,MEDIUM,LAMPUNG,19,12,3,5404511,5618463,0
PARE-PARE(SIDRAP),11525,24652.4,22275.58169,2.139036876,LARGE,SULAWESI SELATAN,19,12,3,5447863,5931514,0
SENGKANG,6280,13304.0,23089.10854,2.118471338,LARGE,SULAWESI SELATAN,19,12,3,5447863,5931514,0
SINJAI,5310,12327.1,21954.22443,2.321487759,LARGE,SULAWESI SELATAN,19,12,3,5447863,5931514,0
BANDAR LAMPUNG,11922,26859.8,16421.73173,2.252960913,LARGE,LAMPUNG,19,12,3,5404511,5618463,0
METRO,12547,25430.8,17172.13064,2.02684307,LARGE,LAMPUNG,19,12,3,5404511,5618463,0
PRINGSEWU,12483,22117.4,16773.99423,1.77180165,MEDIUM,LAMPUNG,19,12,3,5404511,5618463,0
TANJUNG BINTANG,7506,12377.0,17975.64515,1.648947509,MEDIUM,LAMPUNG,19,12,3,5404511,5618463,0
BONE,8140,18348.0,21584.11543,2.254054054,LARGE,SUMATERA SELATAN,19,12,3,5758528,7021239,0
BANYUASIN,7197,11527.0,17245.78815,1.601639572,MEDIUM,SUMATERA SELATAN,19,12,3,5758528,7021239,0
PALU,5010,9609.6,24277.60781,1.918083832,MEDIUM,SULAWESI TENGAH,19,12,3,277314,1276180,0
TULANG BAWANG,14251,30275.6,16305.22995,2.124454424,LARGE,LAMPUNG,19,12,3,5404511,5618463,0
TULUNGAGUNG,21300,33337.6,16571.13379,1.56514554,MEDIUM,JAWA TIMUR,19,12,3,36715663,43989186,0
SEPINGGAN,3990,6658.2,25207.02893,1.668721805,MEDIUM,KALIMANTAN TIMUR,19,12,3,2993382,5379063,0
SRAGEN,9247,19816.9,16283.70734,2.143062615,LARGE,JAWA TENGAH,19,12,3,57880193,32000912,0
BENGKULU,10606,21547.4,17401.26419,2.031623609,LARGE,BENGKULU,19,12,3,554903,1339242,0
WONOGIRI,8483,19891.5,16189.37737,2.344866203,LARGE,JAWA TENGAH,19,12,3,57880193,32000912,0
BLITAR,12026,27030.0,17178.05771,2.247630135,LARGE,JAWA TIMUR,19,12,3,36715663,43989186,0
JEMBER,10017,22503.0,17462.9005,2.246480982,LARGE,JAWA TIMUR,19,12,3,36715663,43989186,0
MALANG,14069,31413.4,17405.70744,2.232809724,LARGE,JAWA TIMUR,19,12,3,36715663,43989186,0
PROBOLINGGO,13583,25256.0,16972.14919,1.859383052,MEDIUM,JAWA TIMUR,19,12,3,36715663,43989186,0
SINGOSARI,2045,4350.0,17132.18391,2.127139364,LARGE,JAWA TIMUR,19,12,3,36715663,43989186,0
BOJONEGORO,11950,23040.5,16863.44263,1.928075314,MEDIUM,JAWA TIMUR,19,12,3,36715663,43989186,0
KEDIRI,10851,19441.5,16616.36191,1.791678186,MEDIUM,JAWA TIMUR,19,12,3,36715663,43989186,0
LAMONGAN,7496,13299.0,16812.75284,1.774146211,MEDIUM,JAWA TIMUR,19,12,3,36715663,43989186,0
MOJOKERTO,4009,8974.0,17545.68754,2.238463457,LARGE,JAWA TIMUR,19,12,3,36715663,43989186,0
BALIKPAPAN,1200,2278.1,25447.25868,1.898416667,MEDIUM,KALIMANTAN TIMUR,19,12,3,2993382,5379063,0
BANJARBARU,11670,22969.1,23442.01558,1.968217652,MEDIUM,KALIMANTAN SELATAN,19,12,3,5294465,4280602,0
BANJARMASIN,7844,14961.6,23361.90381,1.907394187,MEDIUM,KALIMANTAN SELATAN,19,12,3,5294465,4280602,0
BARABAI,3965,7899.5,23823.82429,1.992307692,MEDIUM,KALIMANTAN SELATAN,19,12,3,5294465,4280602,0
PELAIHARI,7375,14868.3,23342.56304,2.016040678,LARGE,KALIMANTAN SELATAN,19,12,3,5294465,4280602,0
PENAJAM PASER UTARA,7620,14023.9,25281.10297,1.840406824,MEDIUM,KALIMANTAN TIMUR,19,12,3,2993382,5379063,0
PONTIANAK,9043,14513.47,19934.78334,1.604939732,MEDIUM,KALIMANTAN BARAT,19,12,3,4751179,3735503,0
SAMARINDA,3600,6157.9,25972.03592,1.710527778,MEDIUM,KALIMANTAN TIMUR,19,12,3,2993382,5379063,0
SANGATTA,600,834.0,23500.0,1.39,SMALL,KALIMANTAN TIMUR,19,12,3,2993382,5379063,0
TANJUNG,4700,7910.8,23500.0,1.683148936,MEDIUM,KALIMANTAN SELATAN,19,12,3,5294465,4280602,0
JAMBI,9602,17291.6,16721.55613,1.80083316,MEDIUM,JAMBI,19,12,3,2027640,3139312,0
KULONPROGO,1385,2850.0,15675.0,2.057761733,LARGE,DI YOGYAKARTA,19,12,3,4206148,6313628,0
MUARAENIM,10722,24305.5,16425.54854,2.266881179,LARGE,SUMATERA SELATAN,19,12,3,5758528,7021239,0
KUDUS,2797,5700.0,16000.28667,2.037897748,LARGE,JAWA TENGAH,19,12,3,57880193,32000912,0
SEMARANG,1313,2850.0,15675.0,2.170601676,LARGE,JAWA TENGAH,19,12,3,57880193,32000912,0
UNGARAN,2804,5700.0,15912.5,2.032810271,LARGE,JAWA TENGAH,19,12,3,57880193,32000912,0
SRAGEN,3840,8314.0,15824.34448,2.165104167,LARGE,JAWA TENGAH,19,12,3,57880193,32000912,0
WONOGIRI,2653,5700.0,16061.6,2.148511119,LARGE,JAWA TENGAH,19,12,3,57880193,32000912,0
BLITAR,1526,3064.0,16625.0,2.007863696,LARGE,JAWA TIMUR,19,12,3,36715663,43989186,0
JEMBER,1216,2667.0,16625.0,2.193256579,LARGE,JAWA TIMUR,19,12,3,36715663,43989186,0
MALANG,1626,3118.9,16625.00016,1.918142681,MEDIUM,JAWA TIMUR,19,12,3,36715663,43989186,0
SINGOSARI,1452,2588.5,16625.00019,1.782713499,MEDIUM,JAWA TIMUR,19,12,3,36715663,43989186,0
DEMAK,1314,2850.0,15675.0,2.168949772,LARGE,JAWA TENGAH,19,12,3,57880193,32000912,0
BOJONEGORO,2630,6239.0,16625.0,2.372243346,LARGE,JAWA TIMUR,19,12,3,36715663,43989186,0
MOJOKERTO,1568,3029.0,16625.0,1.931760204,MEDIUM,JAWA TIMUR,19,12,3,36715663,43989186,0
TULUNGAGUNG,1074,2022.9,16182.03322,1.883519553,MEDIUM,JAWA TIMUR,19,12,3,36715663,43989186,0
BANDAR LAMPUNG,3072,6459.2,15200.0,2.102604167,LARGE,LAMPUNG,19,12,3,5404511,5618463,0
TULANG BAWANG,2604,6411.6,15410.62839,2.462211982,LARGE,LAMPUNG,19,12,3,5404511,5618463,0
WABIN,7223,13233.2,17253.14059,1.832091929,MEDIUM,JAWA TIMUR,19,12,3,36715663,43989186,0
PARUNG,4480,5766.6,17575.0,1.2871875,SMALL,JAWA BARAT,19,12,3,64997688,51933021,0
PELABUHAN RATU,2016,2829.6,17765.0,1.403571429,SMALL,JAWA BARAT,19,12,3,64997688,51933021,0
PURWAKARTA,7494,11217.2,17701.60165,1.496824126,SMALL,JAWA BARAT,19,12,3,64997688,51933021,0
SOLO,775,1579.5,17000.0,2.038064516,LARGE,JAWA TENGAH,19,12,3,57880193,32000912,0
KEDIRI,3325,6154.5,16625.00008,1.850977444,MEDIUM,JAWA TIMUR,19,12,3,36715663,43989186,0
YOGYAKARTA,1368,2850.0,15728.06,2.083333333,LARGE,DI YOGYAKARTA,19,12,3,4206148,6313628,0
MAGELANG,1196,2850.0,15675.0,2.382943144,LARGE,JAWA TENGAH,19,12,3,57880193,32000912,0
KLATEN,2945,5684.0,15675.0,1.930050934,MEDIUM,JAWA TENGAH,19,12,3,57880193,32000912,0
MUAROBUNGO,9461,21389.2,17354.68274,2.260775817,LARGE,JAMBI,19,12,3,2027640,3139312,0
PALEMBANG,9325,17006.2,17311.53344,1.82372118,MEDIUM,SUMATERA SELATAN,19,12,3,5758528,7021239,0
50 KOTA,5392,10736.2,17253.05974,1.991135015,MEDIUM,SUMATERA BARAT,19,12,3,3885216,5993194,0
BANGKINANG,3838,5960.0,19077.41611,1.552892131,MEDIUM,RIAU,19,12,3,10851716,7309435,0
MUARO JAMBI,3730,7405.0,17000.0,1.985254692,MEDIUM,JAMBI,19,12,3,2027640,3139312,0
PADANG,1796,2911.2,18232.7906,1.620935412,MEDIUM,SUMATERA BARAT,19,12,3,3885216,5993194,0
PARIAMAN,11404,19465.8,17549.93887,1.706927394,MEDIUM,SUMATERA BARAT,19,12,3,3885216,5993194,0
PAYAKUMBUH,7510,14069.4,17564.7007,1.873422104,MEDIUM,SUMATERA BARAT,19,12,3,3885216,5993194,0
PEKANBARU,7331,16448.4,17645.1205,2.243677534,LARGE,RIAU,19,12,3,10851716,7309435,0
PELALAWAN,5423,11469.6,17955.61484,2.114991702,LARGE,RIAU,19,12,3,10851716,7309435,0
RENGAT,7219,12597.0,19298.325,1.744978529,MEDIUM,RIAU,19,12,3,10851716,7309435,0
SIJUNJUNG,9797,20927.0,17113.12658,2.13606206,LARGE,SUMATERA BARAT,19,12,3,3885216,5993194,0
ASAHAN,6797,11633.1,18981.53545,1.711505076,MEDIUM,SUMATERA UTARA,19,12,3,10364174,11238306,0
BANDA ACEH,5981,10580.0,17826.85822,1.768934961,MEDIUM,ACEH,19,12,3,2687246,3930723,0
BINJAI,8303,15785.7,18819.55314,1.901204384,MEDIUM,SUMATERA UTARA,19,12,3,10364174,11238306,0
KISARAN,4882,8377.8,18968.46189,1.716058992,MEDIUM,SUMATERA UTARA,19,12,3,10364174,11238306,0
MEDAN,6281,11792.2,19112.46078,1.877439898,MEDIUM,SULAWESI UTARA,19,12,3,418044,1591997,0
PEMATANG SIANTAR,8986,16927.2,19485.05482,1.883730247,MEDIUM,SUMATERA UTARA,19,12,3,10364174,11238306,0
RANTAU PRAPAT,5922,11804.6,19099.24097,1.993346842,MEDIUM,SUMATERA UTARA,19,12,3,10364174,11238306,0
TEBING TINGGI,9665,18930.9,18633.2916,1.958706674,MEDIUM,SUMATERA UTARA,19,12,3,10364174,11238306,0
TANGERANG,1260,2995.8,17290.0,2.377619048,LARGE,BANTEN,19,12,3,16349469,13433846,0
LUBUKLINGGAU,9417,20675.6,16094.74453,2.195561219,LARGE,SUMATERA SELATAN,19,12,3,5758528,7021239,0
PONOROGO,21836,34423.0,16674.41827,1.576433413,MEDIUM,JAWA TENGAH,19,12,3,57880193,32000912,0
UNGARAN,7290,14776.2,16626.98799,2.02691358,LARGE,JAWA TENGAH,19,12,3,57880193,32000912,0
SEMARANG,4369,7850.0,16495.13006,1.796749828,MEDIUM,JAWA TENGAH,19,12,3,57880193,32000912,0
UNGARAN,3230,5050.0,16496.71426,1.563467492,MEDIUM,JAWA TENGAH,19,12,3,57880193,32000912,0
PONOROGO,1791,2868.5,16390.42845,1.601619207,MEDIUM,JAWA TENGAH,19,12,3,57880193,32000912,0
SOLO,2518,2850.0,16829.40982,1.131850675,SMALL,JAWA TENGAH,19,12,3,57880193,32000912,0
SRAGEN,4117,8102.2,16538.91005,1.967986398,MEDIUM,JAWA TENGAH,19,12,3,57880193,32000912,0
WONOGIRI,4736,7624.0,15988.67169,1.609797297,MEDIUM,JAWA TENGAH,19,12,3,57880193,32000912,0
BLITAR,3400,5921.7,16500.0,1.741676471,MEDIUM,JAWA TIMUR,19,12,3,36715663,43989186,0
JEMBER,4403,6744.0,16658.2629,1.531682943,MEDIUM,JAWA TIMUR,19,12,3,36715663,43989186,0
MALANG,3449,5848.0,16500.0,1.695563932,MEDIUM,JAWA TIMUR,19,12,3,36715663,43989186,0
PROBOLINGGO,6674,9340.0,16994.56638,1.399460593,SMALL,JAWA TIMUR,19,12,3,36715663,43989186,0
KUDUS,5006,8150.4,16500.47887,1.628126249,MEDIUM,JAWA TENGAH,19,12,3,57880193,32000912,0
BOJONEGORO,1904,3104.8,16500.0,1.630672269,MEDIUM,JAWA TIMUR,19,12,3,36715663,43989186,0
LAMONGAN,4320,5646.0,17250.0,1.306944444,SMALL,JAWA TIMUR,19,12,3,36715663,43989186,0
TULUNGAGUNG,5796,8672.3,16858.10685,1.496256039,SMALL,JAWA TIMUR,19,12,3,36715663,43989186,0
BANJARBARU,3340,5528.7,17853.01698,1.655299401,MEDIUM,KALIMANTAN SELATAN,19,12,3,5294465,4280602,0
BANJARMASIN,2000,2495.9,18706.90332,1.24795,SMALL,KALIMANTAN SELATAN,19,12,3,5294465,4280602,0
BARABAI,1700,2508.4,18500.0,1.475529412,SMALL,KALIMANTAN SELATAN,19,12,3,5294465,4280602,0
PELAIHARI,6720,10604.7,17887.65368,1.578080357,MEDIUM,KALIMANTAN SELATAN,19,12,3,5294465,4280602,0
BONE,1000,1602.78,17964.18099,1.60278,MEDIUM,SUMATERA SELATAN,19,12,3,5758528,7021239,0
MAKASAR,1000,1568.27,18603.32787,1.56827,MEDIUM,SULAWESI SELATAN,19,12,3,5447863,5931514,0
PARE-PARE(SIDRAP),4000,6599.42,18163.24753,1.649855,MEDIUM,SULAWESI SELATAN,19,12,3,5447863,5931514,0
KEDIRI,2048,3481.0,16500.0,1.699707031,MEDIUM,JAWA TIMUR,19,12,3,36715663,43989186,0
SINJAI,4000,4828.74,18359.88705,1.207185,SMALL,SULAWESI SELATAN,19,12,3,5447863,5931514,0
DEMAK,9111,13900.0,16677.89655,1.525628361,MEDIUM,JAWA TENGAH,19,12,3,57880193,32000912,0
PURWOKERTO,1536,2814.5,16732.2281,1.832356771,MEDIUM,JAWA TENGAH,19,12,3,57880193,32000912,0
MADIUN,2328,4115.5,16665.81217,1.76782646,MEDIUM,JAWA TIMUR,19,12,3,36715663,43989186,0
KARANGASEM,1000,1444.5,17763.4891,1.4445,SMALL,BALI,19,12,3,5120529,5141045,0
NEGARA,5000,7731.5,17414.33667,1.5463,MEDIUM,BALI,19,12,3,5120529,5141045,0
PANDEGLANG,1920,3264.2,17900.0,1.700104167,MEDIUM,BANTEN,19,12,3,16349469,13433846,0
SUKABUMI,7680,12831.0,17826.48274,1.670703125,MEDIUM,JAWA BARAT,19,12,3,64997688,51933021,0
TANGERANG,3840,6485.9,17956.26359,1.689036458,MEDIUM,BANTEN,19,12,3,16349469,13433846,0
WABIN,5760,9227.2,18100.0737,1.601944444,MEDIUM,JAWA TIMUR,19,12,3,36715663,43989186,0
KLATEN,2756,5274.2,16647.8465,1.91371553,MEDIUM,JAWA TENGAH,19,12,3,57880193,32000912,0
MAGELANG,3074,5535.0,16396.89937,1.800585556,MEDIUM,JAWA TENGAH,19,12,3,57880193,32000912,0
BLORA,8724,13550.0,16495.3414,1.553186612,MEDIUM,JAWA TENGAH,19,12,3,57880193,32000912,0
SALATIGA,4096,5625.8,15383.36361,1.373486328,SMALL,JAWA TENGAH,19,12,3,57880193,32000912,0
CIPANAS,5760,9099.6,17915.81168,1.579791667,MEDIUM,JAWA BARAT,19,12,3,64997688,51933021,0
GARUT,2048,2707.6,17400.0,1.322070313,SMALL,JAWA BARAT,19,12,3,64997688,51933021,0
SUMEDANG,2048,3143.0,17000.0,1.534667969,MEDIUM,JAWA BARAT,19,12,3,64997688,51933021,0
TASIKMALAYA,2140,3164.8,17132.99987,1.478878505,SMALL,JAWA BARAT,19,12,3,64997688,51933021,0
CIREBON,1875,3190.5,17000.0,1.7016,MEDIUM,JAWA BARAT,19,12,3,64997688,51933021,0
MAJALENGKA,2048,3070.0,17000.0,1.499023438,SMALL,JAWA BARAT,19,12,3,64997688,51933021,0
SUBANG(P),9600,16141.5,16647.08559,1.68140625,MEDIUM,JAWA BARAT,19,12,3,64997688,51933021,0
PEKALONGAN,3770,4882.2,15923.2727,1.295013263,SMALL,JAWA TENGAH,19,12,3,57880193,32000912,0
PURBALINGGA,1536,2617.5,16313.09494,1.704101563,MEDIUM,JAWA TENGAH,19,12,3,57880193,32000912,0
PURWAKARTA,7828,13037.8,17348.07429,1.665533981,MEDIUM,JAWA BARAT,19,12,3,64997688,51933021,0
BANDAR LAMPUNG,11116,14260.6,17045.63995,1.282889529,SMALL,LAMPUNG,19,12,3,5404511,5618463,0
MOJOKERTO,1904,3089.0,16500.0,1.62237395,MEDIUM,JAWA TIMUR,19,12,3,36715663,43989186,0
TANJUNG BINTANG,1920,3306.6,16256.57775,1.7221875,MEDIUM,LAMPUNG,19,12,3,5404511,5618463,0
YOGYAKARTA,6209,12347.6,16452.30328,1.98866162,MEDIUM,DI YOGYAKARTA,19,12,3,4206148,6313628,0
BOGOR,5672,9794.8,18283.30339,1.726868829,MEDIUM,JAWA BARAT,19,12,3,64997688,51933021,0
PARUNG,3225,3604.8,18370.9221,1.117767442,SMALL,JAWA BARAT,19,12,3,64997688,51933021,0
PURWAKARTA,4144,5546.0,18454.47169,1.338320463,SMALL,JAWA BARAT,19,12,3,64997688,51933021,0
BANDUNG,11963,15684.4,18067.07302,1.311075817,SMALL,JAWA BARAT,19,12,3,64997688,51933021,0
